res1,res2,pair,ind1,ind2,roh1,roh2,roh3,roh12,roh23,roh34,ind1roh1,ind1roh2,ind1roh12,ind1roh23,ind1roh3,ind2roh1,ind2roh2,ind2roh12,ind2roh23,ind2roh3
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI18,BEN_NW24,273167665,201087328,36708838,72080337,164378490,27866065,531335982,416398696,114937286,280261230,136137466,1159641386,1113494396,46146990,301627698,811866698
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI18,BEN_NW3,317453126,245636128,81843427,71816998,163792701,36851545,531335982,416398696,114937286,280261230,136137466,1280728709,1240123254,40605455,207797688,1032325566
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI18,BEN_NW4,301645855,234579891,84828906,67065964,149750985,34984008,531335982,416398696,114937286,280261230,136137466,1219365724,1186222475,33143249,158691252,1027531223
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI18,BEN_NW5,235981233,173150654,44164402,62830579,128986252,25745786,531335982,416398696,114937286,280261230,136137466,977809134,918585062,59224072,241966240,676618822
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI18,BEN_NW55,262918829,188330000,22338922,74588829,165991078,19335231,531335982,416398696,114937286,280261230,136137466,1131174741,1073214798,57959943,534097691,539117107
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI18,BEN_NW57,281628142,194201281,17272649,87426861,176928632,13348774,531335982,416398696,114937286,280261230,136137466,1180288036,1103120235,77167801,638361097,464759138
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI18,BEN_NW6,233915018,170298615,32911858,63616403,137386757,15389045,531335982,416398696,114937286,280261230,136137466,992143483,946435718,45707765,248527765,697907953
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI18,BEN_NW8,297006677,224710871,62232734,72295806,162478137,41002801,531335982,416398696,114937286,280261230,136137466,1196839698,1156984240,39855458,275076038,881908202
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI18,BEN_NW9,291697006,215204022,62522297,76492984,152681725,33460604,531335982,416398696,114937286,280261230,136137466,1246521228,1203200533,43320695,216389572,986810961
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI19,BEN_NW10,214082160,142226529,8800485,71855631,133426044,8800485,370653731,261143653,109510078,241812071,19331582,1266198710,1229664069,36534641,328923565,900740504
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI19,BEN_NW11,162714188,104981680,6457992,57732508,98523688,6457992,370653731,261143653,109510078,241812071,19331582,997123987,950413379,46710608,263905963,686507416
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI19,BEN_NW12,203614189,134630572,5791192,68983617,128839380,5791192,370653731,261143653,109510078,241812071,19331582,1267506856,1231795407,35711449,227052846,1004742561
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI19,BEN_NW13,183347210,118676125,2377884,64671085,116298241,2377884,370653731,261143653,109510078,241812071,19331582,1183131254,1138285233,44846021,344174628,794110605
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI19,BEN_NW14,204061618,136040805,10717691,68020813,125323114,10717691,370653731,261143653,109510078,241812071,19331582,1235716540,1190952996,44763544,177541519,1013411477
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI19,BEN_NW17,188325592,122923960,8965938,65401632,113958022,8965938,370653731,261143653,109510078,241812071,19331582,1116321554,1085802823,30518731,256140006,829662817
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI19,BEN_NW18,216361275,143287704,6542271,73073571,136745433,6542271,370653731,261143653,109510078,241812071,19331582,1339364699,1300736006,38628693,242877521,1057858485
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI19,BEN_NW19,177776618,115748818,6032983,62027800,109715835,6032983,370653731,261143653,109510078,241812071,19331582,1081768306,1036331080,45437226,232322355,804008725
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI19,BEN_NW20,176917065,115388168,7115289,61528897,108272879,7115289,370653731,261143653,109510078,241812071,19331582,1086271749,1022278981,63992768,541693814,480585167
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI19,BEN_NW24,199098716,130994774,8727522,68103942,122267252,8727522,370653731,261143653,109510078,241812071,19331582,1159641386,1113494396,46146990,301627698,811866698
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI19,BEN_NW3,211940627,139498250,4948668,72442377,134549582,4948668,370653731,261143653,109510078,241812071,19331582,1280728709,1240123254,40605455,207797688,1032325566
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI19,BEN_NW4,208091436,141760646,9054937,66330790,132705709,9054937,370653731,261143653,109510078,241812071,19331582,1219365724,1186222475,33143249,158691252,1027531223
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI19,BEN_NW5,160513361,100152863,6398352,60360498,93754511,6398352,370653731,261143653,109510078,241812071,19331582,977809134,918585062,59224072,241966240,676618822
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI19,BEN_NW55,192719814,127539836,2477976,65179978,125061860,2477976,370653731,261143653,109510078,241812071,19331582,1131174741,1073214798,57959943,534097691,539117107
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI19,BEN_NW57,202523169,131148037,5876408,71375132,125271629,5876408,370653731,261143653,109510078,241812071,19331582,1180288036,1103120235,77167801,638361097,464759138
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI19,BEN_NW6,160604964,103291040,1355019,57313924,101936021,1355019,370653731,261143653,109510078,241812071,19331582,992143483,946435718,45707765,248527765,697907953
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI19,BEN_NW8,198419777,132834682,6206286,65585095,126628396,6206286,370653731,261143653,109510078,241812071,19331582,1196839698,1156984240,39855458,275076038,881908202
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI19,BEN_NW9,192985865,125965821,10599283,67020044,115366538,10599283,370653731,261143653,109510078,241812071,19331582,1246521228,1203200533,43320695,216389572,986810961
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI3,BEN_NW10,361127430,286509509,86276986,74617921,200232523,48975068,399948004,398407865,1540139,114426239,283981626,1266198710,1229664069,36534641,328923565,900740504
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI3,BEN_NW11,288654182,229561410,79433432,59092772,150127978,41908131,399948004,398407865,1540139,114426239,283981626,997123987,950413379,46710608,263905963,686507416
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI3,BEN_NW12,337025339,261918409,75260795,75106930,186657614,37864281,399948004,398407865,1540139,114426239,283981626,1267506856,1231795407,35711449,227052846,1004742561
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI3,BEN_NW13,309019001,238317008,67382400,70701993,170934608,38414740,399948004,398407865,1540139,114426239,283981626,1183131254,1138285233,44846021,344174628,794110605
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI3,BEN_NW14,361436241,292416531,129191220,69019710,163225311,49253417,399948004,398407865,1540139,114426239,283981626,1235716540,1190952996,44763544,177541519,1013411477
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI3,BEN_NW17,327275088,262896052,101959819,64379036,160936233,35178724,399948004,398407865,1540139,114426239,283981626,1116321554,1085802823,30518731,256140006,829662817
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI3,BEN_NW18,379331231,305817928,112197603,73513303,193620325,53706000,399948004,398407865,1540139,114426239,283981626,1339364699,1300736006,38628693,242877521,1057858485
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI3,BEN_NW19,308161778,238126457,91722161,70035321,146404296,29561949,399948004,398407865,1540139,114426239,283981626,1081768306,1036331080,45437226,232322355,804008725
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI3,BEN_NW20,300254042,222923831,44968512,77330211,177955319,30846961,399948004,398407865,1540139,114426239,283981626,1086271749,1022278981,63992768,541693814,480585167
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI3,BEN_NW24,320032094,247598275,76614080,72433819,170984195,34546711,399948004,398407865,1540139,114426239,283981626,1159641386,1113494396,46146990,301627698,811866698
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI3,BEN_NW3,357011863,282931531,101305971,74080332,181625560,38481243,399948004,398407865,1540139,114426239,283981626,1280728709,1240123254,40605455,207797688,1032325566
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI3,BEN_NW4,361021198,295459677,123001557,65561521,172458120,44524178,399948004,398407865,1540139,114426239,283981626,1219365724,1186222475,33143249,158691252,1027531223
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI3,BEN_NW5,274587260,212308196,74019577,62279064,138288619,35074122,399948004,398407865,1540139,114426239,283981626,977809134,918585062,59224072,241966240,676618822
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI3,BEN_NW55,313928239,239126792,50933422,74801447,188193370,33695872,399948004,398407865,1540139,114426239,283981626,1131174741,1073214798,57959943,534097691,539117107
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI3,BEN_NW57,322550304,234428253,34957499,88122051,199470754,29476449,399948004,398407865,1540139,114426239,283981626,1180288036,1103120235,77167801,638361097,464759138
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI3,BEN_NW6,287114547,226388727,90966575,60725820,135422152,34453691,399948004,398407865,1540139,114426239,283981626,992143483,946435718,45707765,248527765,697907953
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI3,BEN_NW8,323532270,252516314,79124499,71015956,173391815,36486319,399948004,398407865,1540139,114426239,283981626,1196839698,1156984240,39855458,275076038,881908202
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI3,BEN_NW9,365334155,291597928,123268597,73736227,168329331,38695861,399948004,398407865,1540139,114426239,283981626,1246521228,1203200533,43320695,216389572,986810961
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI4,BEN_NW10,351277051,293493405,119112212,57783646,174381193,62950241,588039664,506748544,81291120,270707157,236041387,1266198710,1229664069,36534641,328923565,900740504
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI4,BEN_NW11,280966127,234430492,91338495,46535635,143091997,36236010,588039664,506748544,81291120,270707157,236041387,997123987,950413379,46710608,263905963,686507416
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI4,BEN_NW12,336109177,283190380,113629422,52918797,169560958,43479631,588039664,506748544,81291120,270707157,236041387,1267506856,1231795407,35711449,227052846,1004742561
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI4,BEN_NW13,322388163,269053294,100246514,53334869,168806780,50619797,588039664,506748544,81291120,270707157,236041387,1183131254,1138285233,44846021,344174628,794110605
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI4,BEN_NW14,319143796,266977882,106349314,52165914,160628568,39697338,588039664,506748544,81291120,270707157,236041387,1235716540,1190952996,44763544,177541519,1013411477
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI4,BEN_NW17,293274937,241103084,80832311,52171853,160270773,31434256,588039664,506748544,81291120,270707157,236041387,1116321554,1085802823,30518731,256140006,829662817
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI4,BEN_NW18,339330938,282291756,89671476,57039182,192620280,31699166,588039664,506748544,81291120,270707157,236041387,1339364699,1300736006,38628693,242877521,1057858485
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI4,BEN_NW19,289833137,237807221,86512272,52025916,151294949,34867405,588039664,506748544,81291120,270707157,236041387,1081768306,1036331080,45437226,232322355,804008725
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI4,BEN_NW20,294433928,234543659,46323878,59890269,188219781,30261649,588039664,506748544,81291120,270707157,236041387,1086271749,1022278981,63992768,541693814,480585167
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI4,BEN_NW24,315809994,261496631,94619649,54313363,166876982,38240633,588039664,506748544,81291120,270707157,236041387,1159641386,1113494396,46146990,301627698,811866698
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI4,BEN_NW3,339235778,282655466,110137272,56580312,172518194,42141452,588039664,506748544,81291120,270707157,236041387,1280728709,1240123254,40605455,207797688,1032325566
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI4,BEN_NW4,326552518,275546680,110197805,51005838,165348875,34335063,588039664,506748544,81291120,270707157,236041387,1219365724,1186222475,33143249,158691252,1027531223
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI4,BEN_NW5,255236094,202446548,66127268,52789546,136319280,23670516,588039664,506748544,81291120,270707157,236041387,977809134,918585062,59224072,241966240,676618822
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI4,BEN_NW55,282501816,224522347,40664251,57979469,183858096,23904366,588039664,506748544,81291120,270707157,236041387,1131174741,1073214798,57959943,534097691,539117107
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI4,BEN_NW57,302243609,231860971,34714839,70382638,197146132,32407984,588039664,506748544,81291120,270707157,236041387,1180288036,1103120235,77167801,638361097,464759138
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI4,BEN_NW6,257948578,211409968,58250803,46538610,153159165,21727958,588039664,506748544,81291120,270707157,236041387,992143483,946435718,45707765,248527765,697907953
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI4,BEN_NW8,292362070,235950024,57481752,56412046,178468272,22450330,588039664,506748544,81291120,270707157,236041387,1196839698,1156984240,39855458,275076038,881908202
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI4,BEN_NW9,339167520,284616734,120750093,54550786,163866641,37951077,588039664,506748544,81291120,270707157,236041387,1246521228,1203200533,43320695,216389572,986810961
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI5,BEN_NW10,252175960,194444468,26097934,57731492,168346534,16773799,447217937,358814659,88403278,289122614,69692045,1266198710,1229664069,36534641,328923565,900740504
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI5,BEN_NW11,193402553,145233949,20055342,48168604,125178607,17984870,447217937,358814659,88403278,289122614,69692045,997123987,950413379,46710608,263905963,686507416
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI5,BEN_NW12,254621271,199271182,35429240,55350089,163841942,19563953,447217937,358814659,88403278,289122614,69692045,1267506856,1231795407,35711449,227052846,1004742561
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI5,BEN_NW13,234153547,178130140,21982086,56023407,156148054,17172049,447217937,358814659,88403278,289122614,69692045,1183131254,1138285233,44846021,344174628,794110605
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI5,BEN_NW14,248871042,193375334,26064671,55495708,167310663,17756662,447217937,358814659,88403278,289122614,69692045,1235716540,1190952996,44763544,177541519,1013411477
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI5,BEN_NW17,228806884,177581201,21511807,51225683,156069394,16951975,447217937,358814659,88403278,289122614,69692045,1116321554,1085802823,30518731,256140006,829662817
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI5,BEN_NW18,271800674,213146071,30439778,58654603,182706293,15089502,447217937,358814659,88403278,289122614,69692045,1339364699,1300736006,38628693,242877521,1057858485
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI5,BEN_NW19,224088434,172731859,27229398,51356575,145502461,9074881,447217937,358814659,88403278,289122614,69692045,1081768306,1036331080,45437226,232322355,804008725
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI5,BEN_NW20,230832619,168897661,13178048,61934958,155719613,8101265,447217937,358814659,88403278,289122614,69692045,1086271749,1022278981,63992768,541693814,480585167
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI5,BEN_NW24,232332584,176118697,28257982,56213887,147860715,12043879,447217937,358814659,88403278,289122614,69692045,1159641386,1113494396,46146990,301627698,811866698
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI5,BEN_NW3,258838436,199436525,39934694,59401911,159501831,20992975,447217937,358814659,88403278,289122614,69692045,1280728709,1240123254,40605455,207797688,1032325566
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI5,BEN_NW4,244786304,190674065,25337245,54112239,165336820,20353288,447217937,358814659,88403278,289122614,69692045,1219365724,1186222475,33143249,158691252,1027531223
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI5,BEN_NW5,194694162,143194670,22609387,51499492,120585283,11356379,447217937,358814659,88403278,289122614,69692045,977809134,918585062,59224072,241966240,676618822
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI5,BEN_NW55,219793296,160286419,19865193,59506877,140421226,11097252,447217937,358814659,88403278,289122614,69692045,1131174741,1073214798,57959943,534097691,539117107
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI5,BEN_NW57,228131817,158417567,13851546,69714250,144566021,6422720,447217937,358814659,88403278,289122614,69692045,1180288036,1103120235,77167801,638361097,464759138
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI5,BEN_NW6,207140128,159520626,25872395,47619502,133648231,13256646,447217937,358814659,88403278,289122614,69692045,992143483,946435718,45707765,248527765,697907953
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI5,BEN_NW8,232398795,178539166,19182729,53859629,159356437,15054416,447217937,358814659,88403278,289122614,69692045,1196839698,1156984240,39855458,275076038,881908202
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI5,BEN_NW9,258821358,202066296,26313369,56755062,175752927,18752454,447217937,358814659,88403278,289122614,69692045,1246521228,1203200533,43320695,216389572,986810961
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI6,BEN_NW10,324208626,254533817,69494375,69674809,185039442,40599416,558093435,456569955,101523480,304633087,151936868,1266198710,1229664069,36534641,328923565,900740504
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI6,BEN_NW11,257104894,200510796,51584373,56594098,148926423,31262870,558093435,456569955,101523480,304633087,151936868,997123987,950413379,46710608,263905963,686507416
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI6,BEN_NW12,313355463,245497807,63436165,67857656,182061642,22239955,558093435,456569955,101523480,304633087,151936868,1267506856,1231795407,35711449,227052846,1004742561
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI6,BEN_NW13,303601617,237631971,54700241,65969646,182931730,36773562,558093435,456569955,101523480,304633087,151936868,1183131254,1138285233,44846021,344174628,794110605
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI6,BEN_NW14,295106018,229787624,67365839,65318394,162421785,31156502,558093435,456569955,101523480,304633087,151936868,1235716540,1190952996,44763544,177541519,1013411477
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI6,BEN_NW17,253477168,191347709,34722802,62129459,156624907,13379887,558093435,456569955,101523480,304633087,151936868,1116321554,1085802823,30518731,256140006,829662817
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI6,BEN_NW18,337232755,270572674,76276768,66660081,194295906,33896397,558093435,456569955,101523480,304633087,151936868,1339364699,1300736006,38628693,242877521,1057858485
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI6,BEN_NW19,260265353,196897656,40272758,63367697,156624898,18484486,558093435,456569955,101523480,304633087,151936868,1081768306,1036331080,45437226,232322355,804008725
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI6,BEN_NW20,281113454,211371973,39858859,69741481,171513114,32588782,558093435,456569955,101523480,304633087,151936868,1086271749,1022278981,63992768,541693814,480585167
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI6,BEN_NW24,282559302,215173547,50863766,67385755,164309781,29419952,558093435,456569955,101523480,304633087,151936868,1159641386,1113494396,46146990,301627698,811866698
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI6,BEN_NW3,310909978,242065015,59910433,68844963,182154582,31714631,558093435,456569955,101523480,304633087,151936868,1280728709,1240123254,40605455,207797688,1032325566
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI6,BEN_NW4,296789596,231391150,62901116,65398446,168490034,25267808,558093435,456569955,101523480,304633087,151936868,1219365724,1186222475,33143249,158691252,1027531223
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI6,BEN_NW5,255046833,195956153,48655322,59090680,147300831,25720269,558093435,456569955,101523480,304633087,151936868,977809134,918585062,59224072,241966240,676618822
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI6,BEN_NW55,286267332,215262616,36885972,71004716,178376644,27262815,558093435,456569955,101523480,304633087,151936868,1131174741,1073214798,57959943,534097691,539117107
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI6,BEN_NW57,323026368,243447235,40766449,79579133,202680786,27456973,558093435,456569955,101523480,304633087,151936868,1180288036,1103120235,77167801,638361097,464759138
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI6,BEN_NW6,254815494,198641694,48006194,56173800,150635500,20988761,558093435,456569955,101523480,304633087,151936868,992143483,946435718,45707765,248527765,697907953
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI6,BEN_NW8,288481675,221798691,47242131,66682984,174556560,34236864,558093435,456569955,101523480,304633087,151936868,1196839698,1156984240,39855458,275076038,881908202
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI6,BEN_NW9,312443690,244823662,68705002,67620028,176118660,36593178,558093435,456569955,101523480,304633087,151936868,1246521228,1203200533,43320695,216389572,986810961
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI7,BEN_NW10,420572938,398061715,233116129,22511223,164945586,101614792,746271387,730520258,15751129,197580294,532939964,1266198710,1229664069,36534641,328923565,900740504
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI7,BEN_NW11,330993846,307739953,162034540,23253893,145705413,54621227,746271387,730520258,15751129,197580294,532939964,997123987,950413379,46710608,263905963,686507416
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI7,BEN_NW12,434577551,412731090,238574880,21846461,174156210,58525087,746271387,730520258,15751129,197580294,532939964,1267506856,1231795407,35711449,227052846,1004742561
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI7,BEN_NW13,386775625,365951506,169123460,20824119,196828046,80098029,746271387,730520258,15751129,197580294,532939964,1183131254,1138285233,44846021,344174628,794110605
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI7,BEN_NW14,447474412,426284012,273354978,21190400,152929034,52110613,746271387,730520258,15751129,197580294,532939964,1235716540,1190952996,44763544,177541519,1013411477
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI7,BEN_NW17,377899943,361094943,203043071,16805000,158051872,59947239,746271387,730520258,15751129,197580294,532939964,1116321554,1085802823,30518731,256140006,829662817
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI7,BEN_NW18,444931073,423848550,253254703,21082523,170593847,71552751,746271387,730520258,15751129,197580294,532939964,1339364699,1300736006,38628693,242877521,1057858485
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI7,BEN_NW19,377123861,356128919,209531517,20994942,146597402,60515927,746271387,730520258,15751129,197580294,532939964,1081768306,1036331080,45437226,232322355,804008725
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI7,BEN_NW20,371585971,339910476,133041978,31675495,206868498,79399776,746271387,730520258,15751129,197580294,532939964,1086271749,1022278981,63992768,541693814,480585167
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI7,BEN_NW24,405748714,381661396,202157452,24087318,179503944,85900036,746271387,730520258,15751129,197580294,532939964,1159641386,1113494396,46146990,301627698,811866698
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI7,BEN_NW3,390928643,367578684,197756936,23349959,169821748,58079565,746271387,730520258,15751129,197580294,532939964,1280728709,1240123254,40605455,207797688,1032325566
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI7,BEN_NW4,384910166,362455031,215248326,22455135,147206705,42983408,746271387,730520258,15751129,197580294,532939964,1219365724,1186222475,33143249,158691252,1027531223
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI7,BEN_NW5,323768709,297497259,152950918,26271450,144546341,41655860,746271387,730520258,15751129,197580294,532939964,977809134,918585062,59224072,241966240,676618822
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI7,BEN_NW55,369078253,343423093,123731770,25655160,219691323,66667594,746271387,730520258,15751129,197580294,532939964,1131174741,1073214798,57959943,534097691,539117107
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI7,BEN_NW57,385822018,349503916,106150514,36318102,243353402,73346752,746271387,730520258,15751129,197580294,532939964,1180288036,1103120235,77167801,638361097,464759138
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI7,BEN_NW6,349462621,327911566,198070005,21551055,129841561,49868499,746271387,730520258,15751129,197580294,532939964,992143483,946435718,45707765,248527765,697907953
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI7,BEN_NW8,408597406,383738734,216004467,24858672,167734267,76076801,746271387,730520258,15751129,197580294,532939964,1196839698,1156984240,39855458,275076038,881908202
Kanha,Ranthambore,Kanha-Ranthambore,BEN_CI7,BEN_NW9,428221421,405647082,244139159,22574339,161507923,63080695,746271387,730520258,15751129,197580294,532939964,1246521228,1203200533,43320695,216389572,986810961
Kanha,Wayanad,Kanha-Wayanad,BEN_CI15,BEN_SI1,223180896,152089871,17818430,71091025,134271441,13510772,558426844,440368350,118058494,313676252,126692098,897358653,799698739,97659914,345341326,454357413
Kanha,Wayanad,Kanha-Wayanad,BEN_CI15,BEN_SI11,163014081,123056650,24749912,39957431,98306738,18480976,558426844,440368350,118058494,313676252,126692098,641166204,612648765,28517439,241001807,371646958
Kanha,Wayanad,Kanha-Wayanad,BEN_CI15,BEN_SI2,160430091,124803346,22510924,35626745,102292422,10082853,558426844,440368350,118058494,313676252,126692098,650993225,648515374,2477851,140667619,507847755
Kanha,Wayanad,Kanha-Wayanad,BEN_CI15,BEN_SI3,230465593,161602967,12354386,68862626,149248581,12354386,558426844,440368350,118058494,313676252,126692098,931565359,847325564,84239795,345974583,501350981
Kanha,Wayanad,Kanha-Wayanad,BEN_CI15,BEN_SI4,289345512,213223654,54832925,76121858,158390729,27875185,558426844,440368350,118058494,313676252,126692098,1109312253,1030580255,78731998,302255092,728325163
Kanha,Wayanad,Kanha-Wayanad,BEN_CI15,BEN_SI6,235055732,165602648,15349816,69453084,150252832,15349816,558426844,440368350,118058494,313676252,126692098,951080464,864453508,86626956,319674486,544779022
Kanha,Wayanad,Kanha-Wayanad,BEN_CI15,BEN_SI7,233134014,162279942,15218020,70854072,147061922,12449020,558426844,440368350,118058494,313676252,126692098,942430262,853584663,88845599,335397181,518187482
Kanha,Wayanad,Kanha-Wayanad,BEN_CI15,BEN_SI8,288328753,211057548,55744609,77271205,155312939,30778852,558426844,440368350,118058494,313676252,126692098,1108177315,1029030472,79146843,300308119,728722353
Kanha,Wayanad,Kanha-Wayanad,BEN_CI15,BEN_SI9,214972274,148570595,22310885,66401679,126259710,16028747,558426844,440368350,118058494,313676252,126692098,849233213,745820153,103413060,339499389,406320764
Kanha,Wayanad,Kanha-Wayanad,BEN_CI16,BEN_SI1,400800096,332427521,144034030,68372575,188393491,56983388,941465693,865515372,75950321,260165870,605349502,897358653,799698739,97659914,345341326,454357413
Kanha,Wayanad,Kanha-Wayanad,BEN_CI16,BEN_SI11,256842149,222796753,71791885,34045396,151004868,27559531,941465693,865515372,75950321,260165870,605349502,641166204,612648765,28517439,241001807,371646958
Kanha,Wayanad,Kanha-Wayanad,BEN_CI16,BEN_SI2,275068117,253016037,128619954,22052080,124396083,48251082,941465693,865515372,75950321,260165870,605349502,650993225,648515374,2477851,140667619,507847755
Kanha,Wayanad,Kanha-Wayanad,BEN_CI16,BEN_SI3,401412354,334063055,136423264,67349299,197639791,59057584,941465693,865515372,75950321,260165870,605349502,931565359,847325564,84239795,345974583,501350981
Kanha,Wayanad,Kanha-Wayanad,BEN_CI16,BEN_SI4,457147801,388549272,193816710,68598529,194732562,63062029,941465693,865515372,75950321,260165870,605349502,1109312253,1030580255,78731998,302255092,728325163
